"","age","Mspline_tlcoSI_Male","Mspline_tlcoSI_Female","Mspline_kcoSI_Male","Mspline_kcoSI_Female","Mspline_vaSI_Male","Mspline_vaSI_Female","Mspline_tlcoTr_Male","Mspline_tlcoTr_Female","Mspline_kcoTr_Male","Mspline_kcoTr_Female"
"202",55.25,-0.0241243567222611,-0.0157817151993447,-0.0131719780641157,-0.0033122842542741,-0.00671800079223317,-0.0109337750727025,-0.0241243569024654,-0.015781714770128,-0.0131719824179504,-0.00331228440679698
"203",55.5,-0.0256188361996497,-0.0167815688534434,-0.0139000775346321,-0.0034220301124277,-0.00747652033670398,-0.0119546673383599,-0.0256188363694712,-0.0167815684270076,-0.0139000817089086,-0.00342203025087251
"204",55.75,-0.0271157087768952,-0.0177807966769006,-0.014629433740033,-0.00353086747569797,-0.00823677489658614,-0.0129773418082806,-0.0271157089358747,-0.0177807962532821,-0.0146294377334972,-0.00353086759985644
"205",56,-0.0286149636011075,-0.0187793288787432,-0.0153600253646515,-0.00363882411254179,-0.00899877434930829,-0.014001656279568,-0.0286149637487894,-0.0187793284579802,-0.0153600291760738,-0.00363882422221273
"206",56.25,-0.0301165896436242,-0.0197770975301568,-0.0160918314221572,-0.0037459271673943,-0.00976252800027666,-0.0150274720066257,-0.030116589779551,-0.019777097112283,-0.0160918350503318,-0.00374592726237744
"207",56.5,-0.0316205757104946,-0.0207740365136004,-0.0168248312513795,-0.00385220317483537,-0.0105280445999369,-0.0160546536133559,-0.031620575834217,-0.0207740360986506,-0.0168248346951234,-0.00385220325493307
"208",56.75,-0.0331269104474519,-0.0217700814788229,-0.0175590045050362,-0.0039576780749786,-0.0112953323626215,-0.0170830690111057,-0.033126910558515,-0.0217700810668289,-0.0175590077631895,-0.00395767814000081
"209",57,-0.0346355823536424,-0.022765169797661,-0.0182943311507184,-0.00406237722772351,-0.0120643989813018,-0.0181125893174556,-0.0346355824516014,-0.0227651693886548,-0.0182943342221424,-0.00406237727748149
"210",57.25,-0.0361465797869815,-0.0237592405190963,-0.0190307914605237,-0.00416632542633044,-0.012835251645761,-0.0191430887765609,-0.0361465798713887,-0.023759240113109,-0.0190307943441037,-0.00416632546063767
"211",57.5,-0.0376598909720052,-0.024752234327817,-0.0197683660065482,-0.0042695469112779,-0.0136078970570477,-0.0201744446830112,-0.0376598910424155,-0.0247522339248771,-0.0197683687011891,-0.00426954692995274
"212",57.75,-0.0391755040106059,-0.0257440935032101,-0.0205070356574968,-0.00437206538354173,-0.0143823414436319,-0.0212065373074832,-0.0391755040665744,-0.0257440931033459,-0.0205070381621262,-0.00437206538640389
"213",58,-0.0406934068858273,-0.0267347618789726,-0.0212467815703774,-0.00447390401735115,-0.0151585905756217,-0.0222392498239774,-0.0406934069269189,-0.0267347614822118,-0.0212467838839423,-0.0044739040042252
"214",58.25,-0.0422135874719185,-0.0277241848021825,-0.0219875851876026,-0.00457508547216801,-0.0159366497795936,-0.0232724682379502,-0.0422135874976917,-0.0277241844085507,-0.0219875873090722,-0.0045750854428821
"215",58.5,-0.0437360335389858,-0.0287123090985855,-0.0227294282301904,-0.00467563190576481,-0.0167165239519829,-0.0243060813197307,-0.0437360335490071,-0.0287123087081076,-0.0227294301585523,-0.00467563186015063
"216",58.75,-0.0452607327626708,-0.0296990831856183,-0.0234722926950601,-0.00477556504432597,-0.0174982175732463,-0.0253399805716796,-0.0452607327565033,-0.0296990827983192,-0.0234722944293222,-0.00477556498221432
"217",59,-0.0467876727271275,-0.0306844616277777,-0.024216160847339,-0.00487490796730849,-0.0182817347203681,-0.0263740612470205,-0.0467876727043421,-0.0306844612436805,-0.0242161623865282,-0.00487490788853862
"218",59.25,-0.0483168407390373,-0.0316684057602679,-0.0249610151210176,-0.00497368537317389,-0.0190670789740075,-0.0274082224414052,-0.0483168406992052,-0.0316684053793947,-0.0249610164641791,-0.00497368527758724
"219",59.5,-0.0498481867094771,-0.0326508783039134,-0.0257068197025343,-0.00507192152339098,-0.0198542332142413,-0.0284423657685249,-0.0498481866521692,-0.0326508779262884,-0.025706820848741,-0.00507192141083568
"220",59.75,-0.0513815803993971,-0.0336318430210731,-0.0264534993186487,-0.00516964013261667,-0.0206431363472728,-0.0294763952280963,-0.0513815803242075,-0.0336318426467184,-0.0264535002670119,-0.0051696400029444
"221",60,-0.0529168838175735,-0.0346112646885102,-0.0272009751354809,-0.00526686438114599,-0.0214337227390331,-0.0305102171480645,-0.0529168837241025,-0.0346112643174488,-0.0272009758851532,-0.00526686423421285
"222",60.25,-0.0544539620514168,-0.0355891090712497,-0.0279491701229477,-0.00536361692710807,-0.0222259281217596,-0.0315437401284786,-0.0544539619392808,-0.0355891087035021,-0.0279491706731232,-0.00536361676277508
"223",60.5,-0.0559926831967399,-0.0365653428980748,-0.028698009013143,-0.00545991991863515,-0.0230196895637391,-0.032576874987484,-0.0559926830655684,-0.0365653425336641,-0.0286980093630529,-0.00545991973676774
"224",60.75,-0.0575329182890929,-0.0375399338418401,-0.029447418260252,-0.00555579500682057,-0.0238149454390886,-0.0336095347116885,-0.0575329181385253,-0.0375399334807858,-0.0294474184091689,-0.00555579480728952
"225",61,-0.0590745412358338,-0.0385128504891066,-0.0301973259989361,-0.00565126335529342,-0.024611635400019,-0.0346416343998754,-0.0590745410655256,-0.0385128501314327,-0.0301973259461681,-0.00565126313797215
"226",61.25,-0.0606174287508114,-0.0394840623249211,-0.0309476620070011,-0.00574634565346166,-0.0254097003472094,-0.0356730912183778,-0.0606174285604268,-0.0394840619706462,-0.0309476617518936,-0.00574634541822761
"227",61.5,-0.0621614602918932,-0.0404535397061689,-0.0316983576679477,-0.00584106212617685,-0.0262090824033354,-0.0367038243492086,-0.0621614600811098,-0.0404535393553154,-0.0316983572098835,-0.00584106187291411
"228",61.75,-0.0637065179960281,-0.0414212538402428,-0.0324493459318829,-0.00593543254439766,-0.0270097248858256,-0.0377337549428791,-0.0637065177645386,-0.0414212534928309,-0.0324493452702783,-0.00593543227299342
"229",62,-0.0652524866219881,-0.0423871767680897,-0.0332005612828392,-0.00602947623670369,-0.0278115722807488,-0.038762806074752,-0.0652524863694914,-0.0423871764241381,-0.0332005604171464,-0.00602947594704695
"230",62.25,-0.0667992534890214,-0.0433512813390715,-0.0339519397016668,-0.00612321209799793,-0.0286145702172647,-0.039790902697229,-0.0667992532152324,-0.0433512809986016,-0.0339519386313709,-0.00612321178998343
"231",62.5,-0.0683467084193943,-0.0443135411943558,-0.0347034186317292,-0.00621665860033715,-0.0294186654430995,-0.0408179715976651,-0.068346708124035,-0.0443135408573871,-0.034703417356349,-0.00621665827386231
"232",62.75,-0.0698947436838342,-0.0452739307481753,-0.0354549369477861,-0.00630983380260597,-0.0302238057997073,-0.0418439413565679,-0.0698947433666408,-0.0452739304147265,-0.0354549354668721,-0.00630983345757308
"233",63,-0.0714432539450769,-0.0462324251646722,-0.0362064349214624,-0.00640275535875068,-0.0310299401991045,-0.0428687423025096,-0.0714432536057927,-0.0462324248347619,-0.0362064332345962,-0.00640275499506426
"234",63.25,-0.0729921362050892,-0.0471890003453783,-0.0369578541904461,-0.00649544052842899,-0.0318370186006085,-0.0438923064760459,-0.0729921358434682,-0.0471890000190278,-0.0369578522972427,-0.0064954401459989
"235",63.5,-0.0745412897534354,-0.0481436329084364,-0.0377091377281822,-0.00658790618515015,-0.0326449919882066,-0.0449145675879183,-0.0745412893692423,-0.0481436325856626,-0.0377091356282833,-0.00658790578388846
"236",63.75,-0.0760906161162769,-0.049096300169742,-0.038460229813738,-0.00668016882450218,-0.0334538123484727,-0.0459354609796225,-0.0760906157092887,-0.0490962998505635,-0.0384602275068175,-0.0066801684043245
"237",64,-0.077640019006175,-0.0500469801306505,-0.0392110760012914,-0.00677224457393644,-0.0342634326497535,-0.0469549235889026,-0.0776400185761759,-0.0500469798150869,-0.039211073487051,-0.00677224413476285
"238",64.25,-0.0791894042749579,-0.0509956514562804,-0.03996162309326,-0.0068641491995205,-0.0350738068206358,-0.0479728939098365,-0.0791894038217427,-0.0509956511443477,-0.039961620371431,-0.00686414874127284
"239",64.5,-0.0807386798650889,-0.0519422934640783,-0.0407118191113542,-0.00695589811529329,-0.0358848897291182,-0.0489893119602076,-0.0807386793884577,-0.0519422931557969,-0.0407118161816942,-0.00695589763789606
"240",64.75,-0.0822877557657566,-0.0528868861047087,-0.0414616132702199,-0.00704750639018981,-0.0366966371639794,-0.0500041192441643,-0.0822877552655257,-0.0528868858000955,-0.0414616101325129,-0.00704750589357328
"241",65,-0.0838365439667967,-0.0538294099498859,-0.0422109559508326,-0.00713898875647079,-0.0375090058141225,-0.0510172587208331,-0.0838365434427866,-0.0538294096489578,-0.0422109526048913,-0.00713898824056525
"242",65.25,-0.085384958413842,-0.0547698461748665,-0.0429597986729533,-0.00723035961653329,-0.0383219532502785,-0.0520286747690406,-0.0853849578658794,-0.0547698458776402,-0.0429597951186151,-0.00723035908127478
"243",65.5,-0.0869329149683971,-0.0557081765445631,-0.0437080940731893,-0.00732163305033051,-0.039135437905836,-0.0530383131556338,-0.0869329143963258,-0.0557081762510565,-0.0437080903103175,-0.00732163249565598
"244",65.75,-0.0884803313633142,-0.0566443834013111,-0.0444557958772394,-0.00741282282299549,-0.0399494190591181,-0.0540461210053493,-0.0884803307669806,-0.0566443831115411,-0.0444557919057216,-0.00741282224884543
"245",66,-0.0900271271644701,-0.0575784496496778,-0.0452028588781328,-0.00750394239140784,-0.0407638568157509,-0.0550520467689886,-0.0900271265437285,-0.0575784493636604,-0.0452028546978811,-0.00750394179772584
"246",66.25,-0.0915732237289788,-0.0585103587417164,-0.0459492389107141,-0.00759500491056375,-0.0415787120914377,-0.0560560401927681,-0.0915732230836896,-0.0585103584594684,-0.0459492345216646,-0.00759500429729609
"247",66.5,-0.0931185441685685,-0.0594400946671048,-0.0466948928315247,-0.00768602324110024,-0.0423939465943803,-0.0570580522911595,-0.0931185434986075,-0.0594400943886422,-0.0466948882336355,-0.00768602260819584
"248",66.75,-0.0946630133097983,-0.060367641938174,-0.047439778493557,-0.00777700995511532,-0.043209522809871,-0.0580580353169182,-0.0946630126150403,-0.0603676416635128,-0.0474397736868108,-0.0077770093025249
"249",67,-0.0962065576581868,-0.0612929855765296,-0.0481838547262372,-0.00786797734217037,-0.0440254039834684,-0.059055942732769,-0.0962065569385215,-0.0612929853056858,-0.0481838497106377,-0.00786797666984995
"250",67.25,-0.0977491053623609,-0.0622161111059718,-0.0489270813140781,-0.0079589374169009,-0.0448415541055134,-0.0600517291874283,-0.0977491046176793,-0.0622161108389605,-0.0489270760896505,-0.00795893672480652
"251",67.5,-0.0992905861780482,-0.0631370045329298,-0.0496694189752609,-0.00804990192278199,-0.0456579378956974,-0.0610453504841963,-0.0992905854082542,-0.0631370042697679,-0.0496694135420532,-0.00804990121087279
"252",67.75,-0.100830931435066,-0.0640556523424198,-0.0504108293425323,-0.00814088234011567,-0.0464745207882089,-0.0620367635599752,-0.100830930640066,-0.0640556520831215,-0.0504108237006111,-0.00814088160835347
"253",68,-0.102370074001646,-0.0649720414821884,-0.0511512749417178,-0.00823188989043411,-0.0472912689167142,-0.0630259264570388,-0.102370073181356,-0.0649720412267687,-0.0511512690911728,-0.00823188913878337
"254",68.25,-0.103907948253081,-0.0658861593532771,-0.0518907191730826,-0.00832293554170516,-0.0481081491008037,-0.0640127983003627,-0.10390794740742,-0.0658861591017521,-0.0518907131140209,-0.00832293477013124
"255",68.5,-0.105444490040277,-0.0667979941012078,-0.0526291262940646,-0.00841402894433907,-0.048925128830863,-0.0649973407936955,-0.105444489169175,-0.0667979938535916,-0.0526291200266149,-0.00841402815281178
"256",68.75,-0.10697963665722,-0.0677075372725442,-0.0533664613987255,-0.00850516902471199,-0.0497421762553696,-0.0659795315841336,-0.106979635760612,-0.0677075370288494,-0.0533664549230335,-0.00850516821320024
"257",69,-0.108513326811343,-0.068614782369437,-0.0541026904008635,-0.00859634904229356,-0.0505592601673168,-0.0669593570492992,-0.108513325889171,-0.0686147821296785,-0.0541026837170944,-0.00859634821077293
"258",69.25,-0.11004549711256,-0.0695197232469384,-0.0548377801261362,-0.00868756224062039,-0.0513763450859308,-0.0679368042509072,-0.110045496164768,-0.0695197230111289,-0.0548377732344734,-0.00868756138906779
"259",69.5,-0.111576070194863,-0.0704223540487474,-0.0555716986738992,-0.00877880203437131,-0.0521933745390424,-0.0689118606509904,-0.111576069221407,-0.0704223538168991,-0.0555716915745377,-0.00877880116276319
"260",69.75,-0.113104966160318,-0.0713226692115194,-0.0563044150337166,-0.00887006196828644,-0.0530102872238594,-0.0698845141566302,-0.113104965161152,-0.071322668983643,-0.0563044077268642,-0.00887006107660415
"261",70,-0.114632106896741,-0.0722206634571076,-0.0570358989315682,-0.00896133571903901,-0.0538270231188882,-0.0708547531038999,-0.114632105871822,-0.072220663233213,-0.0570358914174434,-0.0089613348072648
"262",70.25,-0.11615741604033,-0.0731163317853678,-0.0577661208134996,-0.00905261709250915,-0.0546435234584539,-0.071822566247695,-0.116157414989621,-0.0731163315654646,-0.0577661130923306,-0.00905261616062703
"263",70.5,-0.117680818939384,-0.0740096694671806,-0.0584950518310117,-0.00914390002109355,-0.0554597307065166,-0.0727879427519333,-0.117680817862849,-0.0740096692512777,-0.0584950439030392,-0.00914389906909197
"264",70.75,-0.119202242618005,-0.074900672036442,-0.0592226638251976,-0.00923517856078071,-0.0562755885319071,-0.0737508721790867,-0.119202241515618,-0.0749006718245493,-0.059222655690673,-0.00923517758864811
"265",71,-0.12072161574258,-0.0757893352881887,-0.0599489293132467,-0.00932644688990836,-0.057091041784,-0.0747113444840224,-0.120721614614311,-0.0757893350803132,-0.0599489209724293,-0.00932644589763676
"266",71.25,-0.122238868586235,-0.0766756552660652,-0.0606738214733169,-0.00941769930497705,-0.0579060364681183,-0.0756693500008829,-0.122238867432058,-0.0766756550622141,-0.0606738129264786,-0.0094176982925589
"267",71.5,-0.123753932997406,-0.0775596282600448,-0.0613973141315869,-0.00950893021935117,-0.0587205197229697,-0.0766248794367002,-0.123753931817302,-0.0775596280602233,-0.0613973053790096,-0.00950892918678026
"268",71.75,-0.125266742364557,-0.0784412508008439,-0.0621193817465602,-0.00960013416104966,-0.0595344397970941,-0.0775779238630872,-0.125266741158508,-0.07844125060506,-0.0621193727885334,-0.00960013310832508
"269",72,-0.126777231587091,-0.0793205196519944,-0.0628399993983608,-0.00969130576982646,-0.0603477460264781,-0.078528474706598,-0.126777230355082,-0.0793205194602509,-0.0628399902351848,-0.00969130469694601
"270",72.25,-0.128285337041932,-0.0801974318049847,-0.0635591427728341,-0.00978243979526505,-0.0611603888133416,-0.0794765237407553,-0.128285335783949,-0.0801974316172869,-0.0635591334048162,-0.00978243870222872
"271",72.5,-0.129790996557464,-0.0810719844752139,-0.0642767881539315,-0.009873531094859,-0.0619723196037345,-0.0804220630797907,-0.129790995273503,-0.081071984291567,-0.0642767785813918,-0.0098735299816699
"272",72.75,-0.131294149376945,-0.0819441750929828,-0.0649929124037043,-0.00996457463110589,-0.0627834908675702,-0.0813650851672278,-0.131294148066997,-0.0819441749133887,-0.0649929026269693,-0.00996457349776847
"273",73,-0.132794736134406,-0.0828140013017169,-0.0657074929556334,-0.0100555654702084,-0.0635938560774232,-0.0823055827716797,-0.132794734798471,-0.0828140011261791,-0.0657074829750384,-0.0100555643167288
"274",73.25,-0.134292698825826,-0.0836814609508254,-0.0664205078020332,-0.0101464987795636,-0.064403369688808,-0.083243548977606,-0.134292697463903,-0.0836814607793466,-0.0664204976179219,-0.0101464976059482
"275",73.5,-0.135787980779799,-0.0845465520924966,-0.0671319354809534,-0.0102373698262532,-0.0652119871205468,-0.0841789771793824,-0.135787979391887,-0.0845465519250777,-0.0671319250936779,-0.010237368632513
"276",73.75,-0.137280526631816,-0.0854092729725568,-0.0678417550661372,-0.0103281739739844,-0.0660196647357481,-0.0851118610710753,-0.137280525217926,-0.0854092728091986,-0.0678417444760573,-0.0103281727601301
"277",74,-0.138770282296335,-0.0862696220319714,-0.0685499461548922,-0.0104189066828018,-0.0668263598226613,-0.0860421946442962,-0.138770280856471,-0.0862696218726757,-0.0685499353623769,-0.0104189054488444
"278",74.25,-0.140257194939126,-0.087127597897581,-0.0692564888550184,-0.0105095635060826,-0.0676320305770286,-0.0869699721777373,-0.1402571934733,-0.0871275977423478,-0.0692564778604421,-0.0105095622520377
"279",74.5,-0.141741212962378,-0.0879831993767448,-0.0699613637854761,-0.0106001400883873,-0.0684366360829554,-0.0878951882304957,-0.141741211470601,-0.0879831992255742,-0.069961352589222,-0.0106001388142705
"280",74.75,-0.143222285961627,-0.0888364254584655,-0.0706645520471123,-0.0106906321653408,-0.0692401362966617,-0.0888178376388744,-0.143222284443914,-0.0888364253113565,-0.0706645406495716,-0.0106906308711689
"281",75,-0.144700364715922,-0.0896872753012508,-0.071366035226978,-0.0107810355595666,-0.070042492028854,-0.0897379155054523,-0.144700363172296,-0.0896872751582007,-0.0713660236285469,-0.0107810342453583
"282",75.25,-0.146175401159578,-0.0905357482364533,-0.0720657953844848,-0.0108713461812404,-0.0708436649274464,-0.0906554171973539,-0.146175399590057,-0.0905357480974622,-0.0720657835855683,-0.0108713448470157
"283",75.5,-0.147647348357905,-0.0913818437592413,-0.0727638150403456,-0.0109615600249593,-0.0716436174615538,-0.091570338337462,-0.14764734676251,-0.0913818436243066,-0.0727638030413549,-0.0109615586707399
"284",75.75,-0.149116160487356,-0.0922255615245673,-0.0734600771695391,-0.0110516731681414,-0.0724423129057445,-0.0924826747982337,-0.149116158866113,-0.0922255613936862,-0.0734600649708921,-0.0110516717939504
"285",76,-0.150581792809113,-0.0930669013468322,-0.0741545651892253,-0.0111416817704324,-0.0732397153229822,-0.0933924226985372,-0.15058179116205,-0.0930669012200012,-0.0741545527913465,-0.0111416803762943
"286",76.25,-0.152044201649531,-0.0939058631915044,-0.0748472629504913,-0.011231582070899,-0.0740357895506474,-0.0942995783947556,-0.152044199976676,-0.09390586306872,-0.0748472503538111,-0.0112315806568386
"287",76.5,-0.153503344379484,-0.0947424471755367,-0.0755381547306855,-0.0113213703875683,-0.0748305011848114,-0.0952041384787137,-0.153503342680867,-0.0947424470567961,-0.0755381419356418,-0.0113213689536122
"288",76.75,-0.154959179392364,-0.0955766535595837,-0.076227225223664,-0.0114110431149199,-0.0756238165654164,-0.0961060997686598,-0.154959177668022,-0.0955766534448816,-0.0762272122306977,-0.0114110416610966
"289",77,-0.156411666084065,-0.0964084827474405,-0.0769144595314835,-0.0115005967233408,-0.0764157027620289,-0.0970054593058052,-0.156411664334031,-0.0964084826367726,-0.0769144463410454,-0.0115005952496796
"290",77.25,-0.157860764832479,-0.0972379352960147,-0.0775998431557929,-0.0115900277583307,-0.0772061275594318,-0.0979022143740735,-0.157860763056794,-0.0972379351893746,-0.0775998297683373,-0.0115900262648623
"291",77.5,-0.159306436978628,-0.0980650118736257,-0.0782833619903216,-0.0116793328356692,-0.077995059443797,-0.0987963624324575,-0.159306435177331,-0.0980650117710091,-0.0782833484063086,-0.0116793313224246
"292",77.75,-0.16074864480758,-0.0988897132650681,-0.0789650023126729,-0.0117685086410173,-0.0787824675894431,-0.0996879011226799,-0.160748642980709,-0.0988897131664688,-0.0789649885325687,-0.011768507108032
"293",78,-0.162187351528186,-0.0997120403839871,-0.079644750775195,-0.0118575519299253,-0.0795683218453842,-0.100576828290242,-0.162187349675787,-0.099712040289397,-0.0796447367994695,-0.0118575503772309
"294",78.25,-0.163622521256547,-0.100531994285948,-0.0803225943994423,-0.011946459528104,-0.0803525927219404,-0.101463142005674,-0.163622519378666,-0.100531994195364,-0.0803225802285725,-0.0119464579557356
"295",78.5,-0.165054118997704,-0.101349576213581,-0.080998520568301,-0.0120352283348413,-0.0811352513780736,-0.102346840636882,-0.165054117094386,-0.101349576126992,-0.0809985062027683,-0.0120352267428361
"296",78.75,-0.166482110626527,-0.102164787543495,-0.0816725170162487,-0.0121238553168368,-0.0819162696099411,-0.103227922764987,-0.166482108697823,-0.102164787460896,-0.0816725024565397,-0.0121238537052326
"297",79,-0.167906462872175,-0.102977629766832,-0.0823445718252342,-0.0122123375053369,-0.0826956198370787,-0.104106387153733,-0.167906460918137,-0.102977629688215,-0.0823445570718397,-0.0122123358741701
"298",79.25,-0.169327143305669,-0.10378810328515,-0.083014673418957,-0.012300671876003,-0.0834732750941996,-0.104982230837814,-0.169327141326347,-0.103788103210507,-0.0830146584723739,-0.0123006702253159
"299",79.5,-0.170744120306054,-0.104596209444141,-0.0836828105464007,-0.0123888555494402,-0.0842492090101796,-0.105855452352019,-0.170744118301502,-0.104596209373462,-0.0836827954071286,-0.0123888538792718
"300",79.75,-0.172157363041748,-0.105401954263084,-0.0843489722750936,-0.0124768861594742,-0.0850233957936215,-0.106726057653651,-0.172157361012022,-0.105401954196362,-0.084348956943638,-0.0124768844698657
"301",80,-0.17356684155634,-0.106205343983246,-0.0850131480372158,-0.0125647614114857,-0.085795810280425,-0.107594053054676,-0.173566839501497,-0.106205343920471,-0.0850131325140873,-0.0125647597024798
"302",80.25,-0.174972526604012,-0.107006385908062,-0.0856753275444406,-0.0126524791648044,-0.0865664278382052,-0.108459446555786,-0.174972524524115,-0.107006385849227,-0.0856753118301516,-0.0126524774364434
"303",80.5,-0.176374389635788,-0.107805091490753,-0.086335500782504,-0.0127400377377733,-0.087335224356103,-0.109322252748269,-0.176374387530892,-0.107805091435846,-0.0863354848775733,-0.0127400359900989
"304",80.75,-0.177772414753138,-0.108601472950941,-0.086993664324988,-0.012827435571682,-0.0881021830242155,-0.110182487443332,-0.177772412623307,-0.108601472899955,-0.0869936482299347,-0.0128274338047367
"305",81,-0.179166610481808,-0.109395540862412,-0.0876498275500115,-0.0129146709908148,-0.0888673010133729,-0.111040163843681,-0.179166608327105,-0.109395540815338,-0.0876498112653561,-0.0129146692046413
"306",81.25,-0.180556989236672,-0.110187305575137,-0.0883040018002359,-0.0130017423429281,-0.0896305778208717,-0.111895294799412,-0.180556987057158,-0.110187305531965,-0.0883039853264953,-0.0130017405375691
"307",81.5,-0.181943562918077,-0.110976777728739,-0.0889561980597842,-0.0130886480490324,-0.0903920127694029,-0.112747893624872,-0.181943560713811,-0.110976777689459,-0.0889561813974744,-0.0130886462245305
"308",81.75,-0.183326343561712,-0.111763967806723,-0.0896064272980928,-0.0131753865584825,-0.0911516053747849,-0.113597973391178,-0.183326341332756,-0.111763967771329,-0.0896064104477285,-0.0131753847148817
"309",82,-0.184705343178672,-0.112548886247587,-0.0902547003878578,-0.013261956359444,-0.0919093552522092,-0.114445547101827,-0.184705340925091,-0.112548886216067,-0.0902546833499511,-0.0132619544967865
"310",82.25,-0.18608057377498,-0.113331543425695,-0.0909010281161091,-0.013348355976067,-0.0926652621262516,-0.115290627663558,-0.186080571496833,-0.113331543398041,-0.0909010108911721,-0.0133483540943971
"311",82.5,-0.187452047341989,-0.114111949645118,-0.0915454211808258,-0.0134345839670855,-0.0934193258233602,-0.116133227877153,-0.187452045039338,-0.114111949621321,-0.0915454037693673,-0.0134345820664459
"312",82.75,-0.188819775856169,-0.114890115149132,-0.0921878901922932,-0.0135206389264093,-0.0941715462698216,-0.116973360450913,-0.188819773529077,-0.114890115129183,-0.0921878725948204,-0.0135206370068435
"313",83,-0.190183771279207,-0.115666050115721,-0.0928284456746065,-0.0136065194813404,-0.0949219234899381,-0.117811037997008,-0.190183768927731,-0.115666050099609,-0.0928284278916265,-0.0136065175428923
"314",83.25,-0.191544045554858,-0.116439764659749,-0.0934670980651946,-0.0136922242924937,-0.0956704576029086,-0.118646273033201,-0.191544043179062,-0.116439764647469,-0.0934670800972115,-0.0136922223352069
"315",83.5,-0.192900610616867,-0.117211268840731,-0.0941038577212203,-0.0137777520551969,-0.0964171488238676,-0.119479077988741,-0.192900608216812,-0.11721126883227,-0.0941038395687372,-0.0137777500791163
"316",83.75,-0.194253478377728,-0.11798057264755,-0.0947387349136477,-0.0138631014943242,-0.097161997458171,-0.120309465195048,-0.194253475953476,-0.1179805726429,-0.0947387165771665,-0.0138630994994919
"317",84,-0.195602660729332,-0.118747686006308,-0.095371739829023,-0.0139482713663104,-0.097905003899827,-0.121137446891444,-0.195602658280944,-0.11874768600546,-0.0953717213090433,-0.0139482693527713
"318",84.25,-0.196948169544941,-0.119512618792297,-0.0960028825724533,-0.0140332604611677,-0.0986461686299691,-0.121963035233447,-0.196948167072475,-0.119512618795242,-0.0960028638694728,-0.0140332584289666
"319",84.5,-0.198290016679234,-0.120275380807795,-0.0966321731695268,-0.0141180675936567,-0.0993854922144362,-0.122786242278845,-0.198290014182752,-0.120275380814523,-0.0966321542840425,-0.0141180655428377
"320",84.75,-0.199628213968216,-0.121035981812685,-0.0972596215660961,-0.0142026916209557,-0.100122975303831,-0.123607080008693,-0.199628211447783,-0.121035981823188,-0.0972596024986023,-0.0142026895515626
"321",85,-0.200962773230753,-0.121794431480501,-0.0978852376287707,-0.0142871314089557,-0.100858618634561,-0.124425560298333,-0.200962770686425,-0.121794431494767,-0.0978852183797612,-0.0142871293210325
"322",85.25,-0.202293706238578,-0.122550739358537,-0.0985090311452237,-0.0143713858035226,-0.10159242299407,-0.125241694891201,-0.202293703670417,-0.12255073937656,-0.0985090117151897,-0.0143713836971155
"323",85.5,-0.203621024927504,-0.123304915047035,-0.0991310118120383,-0.014455453761518,-0.102324389475434,-0.126055495519712,-0.203621022335568,-0.123304915068804,-0.0991309922014714,-0.0144554516366693
"324",85.75,-0.204944740840315,-0.124056968117959,-0.0997511892798486,-0.0145393342897986,-0.103054518790048,-0.126866973851229,-0.20494473822467,-0.124056968143465,-0.099751169489235,-0.0145393321465548
"325",86,-0.206264868118144,-0.124806908084068,-0.100369572931499,-0.0146230264215355,-0.103782814933405,-0.127676141467848,-0.206264865478848,-0.124806908113302,-0.100369552961328,-0.014623024259941
"326",86.25,-0.207581448960532,-0.125554744399355,-0.10098617002446,-0.0147065292157165,-0.104509316351441,-0.128483009867212,-0.207581446297641,-0.125554744432308,-0.100986149875211,-0.0147065270358153
"327",86.5,-0.20889449766409,-0.126300486459465,-0.101600989774612,-0.0147898417566683,-0.10523402743536,-0.129287590463308,-0.208894494977669,-0.126300486496127,-0.101600969446763,-0.0147898395585058
"328",86.75,-0.210204018863953,-0.127044143600002,-0.102214042027305,-0.0148729631520061,-0.105956940849122,-0.130089894585844,-0.210204016154057,-0.127044143640364,-0.102214021521335,-0.0148729609356275
"329",87,-0.211510017288656,-0.127785725016913,-0.102825336546398,-0.0149558924726896,-0.106678049469689,-0.130889933427278,-0.211510014555345,-0.127785725060967,-0.102825315862782,-0.0149558902381397
"330",87.25,-0.212812497757689,-0.128525239744195,-0.103434883015151,-0.0150386287356952,-0.107397346383024,-0.131687718028346,-0.212812495001022,-0.12852523979193,-0.103434862154369,-0.015038626483018
"331",87.5,-0.214111465179078,-0.129262696755359,-0.104042691037122,-0.0151211709786585,-0.10811482488015,-0.132483259346696,-0.214111462399114,-0.129262696806767,-0.104042669999648,-0.0151211687079007
"332",87.75,-0.215406924547024,-0.129998104970984,-0.104648770137029,-0.0152035182647463,-0.108830478453307,-0.13327656826244,-0.215406921743824,-0.129998105026053,-0.104648748923341,-0.0152035159759532
"333",88,-0.216698880939603,-0.130731473259077,-0.105253129761622,-0.0152856696821897,-0.109544300792169,-0.134067655578869,-0.216698878113226,-0.1307314733178,-0.105253108372193,-0.0152856673754043
"334",88.25,-0.217987339516496,-0.13146281043542,-0.105855779280527,-0.0153676243438197,-0.110256285780141,-0.134856532023164,-0.217987336667004,-0.131462810497788,-0.105855757715832,-0.0153676220190881
